# HEGEL:: NS fluid model solution file
# SI UNITS used: position [m], density [kg/m^3], number density [1/m^3], velocity [m/s], pressure [Pa], energy [J/kg], power [W/m^3], heat-flux [W/m^2], electric field [V/m], magnetic field [T]
# x  rho  p  T  H  M  u  v
  0.45869680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45884680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45899680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45914680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45929680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45944680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45959680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45974680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45989680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.46004680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
